Gene ID;source_id;Organism;Product Description;Gene Name or Symbol;Computed GO Components;Computed GO Function IDs;Computed GO Functions;Computed GO Process IDs;Computed GO Processes;Curated GO Component IDs;Curated GO Components;Curated GO Function IDs;Curated GO Functions;Curated GO Process IDs;Curated GO Processes;Computed GO Component IDs
PF3D7_0630000;PF3D7_0630000.1;Plasmodium falciparum 3D7;CPW-WPC family protein;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0630300;PF3D7_0630300.1;Plasmodium falciparum 3D7;DNA polymerase epsilon catalytic subunit A, putative;null;nucleus;"GO:0003887;GO:0003676;GO:0000166;GO:0008270";"DNA-directed DNA polymerase activity;nucleic acid binding;nucleotide binding;zinc ion binding";GO:0006260;DNA replication;GO:0008622;epsilon DNA polymerase complex;GO:0003887;DNA-directed DNA polymerase activity;GO:0006261;DNA-dependent DNA replication;GO:0005634
PF3D7_0630800;PF3D7_0630800.1;Plasmodium falciparum 3D7;TPH domain-containing protein, putative;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0631100;PF3D7_0631100.1;Plasmodium falciparum 3D7;Plasmodium exported protein (PHISTb), unknown function;null;cytoplasm;"GO:0005525;GO:0003924";"GTP binding;GTPase activity";null;null;GO:0043657;host cell;null;null;null;null;GO:0005737
PF3D7_0631500;PF3D7_0631500.1;Plasmodium falciparum 3D7;exported protein family 3;EPF3;null;null;null;null;null;GO:0020036;Maurer's cleft;null;null;null;null;null
PF3D7_0631600;PF3D7_0631600.1;Plasmodium falciparum 3D7;exported protein family 4;EPF4;membrane;null;null;null;null;GO:0020036;Maurer's cleft;null;null;null;null;GO:0016020
PF3D7_0631800;PF3D7_0631800.1;Plasmodium falciparum 3D7;rifin;RIF;membrane;null;null;null;null;GO:0020002;host cell plasma membrane;null;null;GO:0020033;antigenic variation;GO:0016020
PF3D7_0632000;PF3D7_0632000.1;Plasmodium falciparum 3D7;rifin;RIF;null;null;null;null;null;"GO:0020036;GO:0020002;GO:0020003";"Maurer's cleft;host cell plasma membrane;symbiont-containing vacuole";null;null;"GO:0020033;GO:0020035;GO:0020013";"antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";null
PF3D7_0632200;PF3D7_0632200.1;Plasmodium falciparum 3D7;rifin;RIF;null;null;null;null;null;"GO:0020036;GO:0020002;GO:0020003";"Maurer's cleft;host cell plasma membrane;symbiont-containing vacuole";null;null;"GO:0020033;GO:0020035;GO:0020013";"antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";null
PF3D7_0632800;PF3D7_0632800.1;Plasmodium falciparum 3D7;erythrocyte membrane protein 1, PfEMP1;VAR;integral component of membrane;GO:0046789;host cell surface receptor binding;GO:0009405;pathogenesis;"GO:0020002;GO:0020030";"host cell plasma membrane;infected host cell surface knob";GO:0050839;cell adhesion molecule binding;"GO:0020033;GO:0098609;GO:0020035;GO:0020013";"antigenic variation;cell-cell adhesion;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";GO:0016021
PF3D7_0700300;PF3D7_0700300.1;Plasmodium falciparum 3D7;rifin;RIF;null;null;null;null;null;"GO:0020036;GO:0020002;GO:0020003";"Maurer's cleft;host cell plasma membrane;symbiont-containing vacuole";null;null;"GO:0020033;GO:0020035;GO:0020013";"antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";null
PF3D7_0700400;PF3D7_0700400.1;Plasmodium falciparum 3D7;stevor;null;null;null;null;null;null;GO:0020036;Maurer's cleft;null;null;GO:0020013;modulation by symbiont of host erythrocyte aggregation;null
PF3D7_0700600;PF3D7_0700600.1;Plasmodium falciparum 3D7;Plasmodium exported protein, unknown function, pseudogene;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0701600;PF3D7_0701600.1;Plasmodium falciparum 3D7;Pfmc-2TM Maurer's cleft two transmembrane protein;MC-2TM;null;null;null;null;null;"GO:0020036;GO:0016021";"Maurer's cleft;integral component of membrane";null;null;GO:0042000;translocation of peptides or proteins into host;null
PF3D7_0702000;PF3D7_0702000.1;Plasmodium falciparum 3D7;Plasmodium exported protein (hyp12), unknown function;null;null;null;null;null;null;"GO:0020036;GO:0043657";"Maurer's cleft;host cell";null;null;null;null;null
PF3D7_0702200;PF3D7_0702200.1;Plasmodium falciparum 3D7;lysophospholipase, putative;null;null;null;null;null;null;null;null;GO:0016787;hydrolase activity;GO:0006644;phospholipid metabolic process;null
PF3D7_0702400;PF3D7_0702400.1;Plasmodium falciparum 3D7;small exported membrane protein 1;SEMP1;null;null;null;null;null;"GO:0020036;GO:1903561;GO:0030430;GO:0033644;GO:0005634";"Maurer's cleft;extracellular vesicle;host cell cytoplasm;host cell membrane;nucleus";GO:0005515;protein binding;null;null;null
PF3D7_0702500;PF3D7_0702500.1;Plasmodium falciparum 3D7;Plasmodium exported protein, unknown function;null;null;null;null;null;null;"GO:0020036;GO:1903561;GO:0030430;GO:0005634";"Maurer's cleft;extracellular vesicle;host cell cytoplasm;nucleus";GO:0005515;protein binding;null;null;null
PF3D7_0703300;PF3D7_0703300.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;GO:0016740;transferase activity;null;null;null;null;null;null;null;null;null
PF3D7_0704100;PF3D7_0704100.1;Plasmodium falciparum 3D7;basal complex transmembrane protein 2;BTP2;null;null;null;null;null;"GO:0045178;GO:0070258";"basal part of cell;inner membrane pellicle complex";null;null;null;null;null
PF3D7_0704400;PF3D7_0704400.1;Plasmodium falciparum 3D7;phosphoinositide-binding protein, putative;null;null;"GO:0035091;GO:0005515";"phosphatidylinositol binding;protein binding";null;null;GO:0005634;nucleus;null;null;null;null;null
PF3D7_0705100;PF3D7_0705100.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;cytoplasm;GO:0005524;ATP binding;null;null;null;null;null;null;null;null;GO:0005737
PF3D7_0705200;PF3D7_0705200.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0706000;PF3D7_0706000.1;Plasmodium falciparum 3D7;importin-7, putative;null;null;"GO:0008536;GO:0005488";"Ran GTPase binding;binding";GO:0006886;intracellular protein transport;"GO:0005737;GO:0005643;GO:0005634";"cytoplasm;nuclear pore;nucleus";null;null;null;null;null
PF3D7_0706100;PF3D7_0706100.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;GO:0020011;apicoplast;null;null;null;null;null
PF3D7_0706500;PF3D7_0706500.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;GO:0005634;nucleus;GO:0003729;mRNA binding;null;null;null
PF3D7_0706600;PF3D7_0706600.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0706900;PF3D7_0706900.1;Plasmodium falciparum 3D7;tRNA Histidine;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0707100;PF3D7_0707100.1;Plasmodium falciparum 3D7;tRNA Lysine;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0707300;PF3D7_0707300.1;Plasmodium falciparum 3D7;rhoptry-associated membrane antigen;RAMA;null;null;null;null;null;"GO:0005794;GO:0031225;GO:0005783;GO:0045121;GO:0005634;GO:0020008;GO:0033016;GO:0020003";"Golgi apparatus;anchored component of membrane;endoplasmic reticulum;membrane raft;nucleus;rhoptry;rhoptry membrane;symbiont-containing vacuole";GO:0005515;protein binding;"GO:0098609;GO:0034613;GO:0044409";"cell-cell adhesion;cellular protein localization;entry into host";null
PF3D7_0708000;PF3D7_0708000.1;Plasmodium falciparum 3D7;cytoskeleton associated protein, putative;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0708400;PF3D7_0708400.1;Plasmodium falciparum 3D7;heat shock protein 90;HSP90;null;"GO:0005524;GO:0051082";"ATP binding;unfolded protein binding";"GO:0006457;GO:0006950";"protein folding;response to stress";"GO:1903561;GO:0020020;GO:0005634";"extracellular vesicle;food vacuole;nucleus";"GO:0016887;GO:0005515";"ATPase activity;protein binding";null;null;null
PF3D7_0708500;PF3D7_0708500.1;Plasmodium falciparum 3D7;heat shock protein 86 family protein;null;null;GO:0003682;chromatin binding;"GO:0007219;GO:0045892";"Notch signaling pathway;negative regulation of transcription, DNA-templated";GO:0005634;nucleus;null;null;"GO:0009408;GO:0006986";"response to heat;response to unfolded protein";null
PF3D7_0708900;PF3D7_0708900.1;Plasmodium falciparum 3D7;protein SCO1, putative;SCO1;mitochondrial inner membrane;GO:0005507;copper ion binding;"GO:0006878;GO:0006825;GO:0008535";"cellular copper ion homeostasis;copper ion transport;respiratory chain complex IV assembly";null;null;null;null;null;null;GO:0005743
PF3D7_0709050;PF3D7_0709050.1;Plasmodium falciparum 3D7;small nucleolar RNA;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0709700;PF3D7_0709700.1;Plasmodium falciparum 3D7;prodrug activation and resistance esterase;PARE;null;null;null;null;null;GO:0005737;cytoplasm;"GO:0047372;GO:0016788";"acylglycerol lipase activity;hydrolase activity, acting on ester bonds";"GO:0052651;GO:0042493";"monoacylglycerol catabolic process;response to drug";null
PF3D7_0710700;PF3D7_0710700.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;"GO:0005524;GO:0003677";"ATP binding;DNA binding";null;null;GO:0005634;nucleus;null;null;null;null;null
PF3D7_0710800;PF3D7_0710800.1;Plasmodium falciparum 3D7;protein transport protein USE1, putative;USE1;"endoplasmic reticulum membrane;integral component of membrane";null;null;GO:0015031;protein transport;GO:0005783;endoplasmic reticulum;null;null;GO:0006890;retrograde vesicle-mediated transport, Golgi to ER;"GO:0005789;GO:0016021"
PF3D7_0710900;PF3D7_0710900.1;Plasmodium falciparum 3D7;50S ribosomal protein L1, mitochondrial, putative;RPL1;mitochondrion;null;null;null;null;GO:0005762;mitochondrial large ribosomal subunit;GO:0003735;structural constituent of ribosome;null;null;GO:0005739
PF3D7_0711200;PF3D7_0711200.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0711400;PF3D7_0711400.1;Plasmodium falciparum 3D7;histone deacetylase complex subunit SAP18, putative;SAP18;null;null;null;null;null;GO:0000118;histone deacetylase complex;GO:0003714;transcription corepressor activity;GO:0006357;regulation of transcription by RNA polymerase II;null
PF3D7_0711700;PF3D7_0711700.1;Plasmodium falciparum 3D7;erythrocyte membrane protein 1, PfEMP1;VAR;integral component of membrane;GO:0046789;host cell surface receptor binding;GO:0009405;pathogenesis;"GO:0020002;GO:0020030";"host cell plasma membrane;infected host cell surface knob";GO:0050839;cell adhesion molecule binding;"GO:0020033;GO:0098609;GO:0020035;GO:0020013";"antigenic variation;cell-cell adhesion;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";GO:0016021
PF3D7_0711800;PF3D7_0711800.1;Plasmodium falciparum 3D7;Plasmodium RNA of unknown function RUF6;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0712100;PF3D7_0712100.1;Plasmodium falciparum 3D7;Plasmodium RNA of unknown function RUF6;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0712200;PF3D7_0712200.1;Plasmodium falciparum 3D7;rifin, pseudogene;RIF;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0713000;PF3D7_0713000.1;Plasmodium falciparum 3D7;rifin;RIF;null;null;null;null;null;"GO:0020036;GO:0020002;GO:0020003";"Maurer's cleft;host cell plasma membrane;symbiont-containing vacuole";null;null;"GO:0020033;GO:0020035;GO:0020013";"antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";null
PF3D7_0713900;PF3D7_0713900.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0714000;PF3D7_0714000.1;Plasmodium falciparum 3D7;histone H2B variant;H2B.Z;nucleosome;"GO:0003677;GO:0046982";"DNA binding;protein heterodimerization activity";null;null;"GO:0000791;GO:1903561;GO:0000786;GO:0005634";"euchromatin;extracellular vesicle;nucleosome;nucleus";GO:0003677;DNA binding;GO:0006333;chromatin assembly or disassembly;GO:0000786
PF3D7_0714300;PF3D7_0714300.1;Plasmodium falciparum 3D7;palmitoyltransferase DHHC4, putative;DHHC4;null;null;null;null;null;GO:0031211;endoplasmic reticulum palmitoyltransferase complex;GO:0016409;palmitoyltransferase activity;GO:0018345;protein palmitoylation;null
PF3D7_0715100;PF3D7_0715100.1;Plasmodium falciparum 3D7;C-Myc-binding protein, putative;MYCBP;"cytoplasm;nucleus";null;null;GO:0006355;regulation of transcription, DNA-templated;null;null;null;null;null;null;"GO:0005737;GO:0005634"
PF3D7_0715700;PF3D7_0715700.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;null;"GO:0003677;GO:0016779";"DNA binding;nucleotidyltransferase activity";null;null;null;null;null;null;null;null;null
PF3D7_0716100;PF3D7_0716100.1;Plasmodium falciparum 3D7;protein SDA1, putative;SDA1;"nucleolus;nucleus";GO:0005488;binding;"GO:0015031;GO:0042254";"protein transport;ribosome biogenesis";null;null;null;null;null;null;"GO:0005730;GO:0005634"
PF3D7_0716600;PF3D7_0716600.1;Plasmodium falciparum 3D7;cysteine desulfurase;SufS;null;null;null;null;null;GO:0020011;apicoplast;"GO:0031071;GO:0005515";"cysteine desulfurase activity;protein binding";GO:0006534;cysteine metabolic process;null
PF3D7_0716800;PF3D7_0716800.1;Plasmodium falciparum 3D7;eukaryotic translation initiation factor 3 subunit I, putative;EIF3I;null;GO:0005515;protein binding;null;null;"GO:0005852;GO:0005634";"eukaryotic translation initiation factor 3 complex;nucleus";GO:0003743;translation initiation factor activity;"GO:0006446;GO:0006413";"regulation of translational initiation;translational initiation";null
PF3D7_0718500;PF3D7_0718500.1;Plasmodium falciparum 3D7;prefoldin subunit 3, putative;null;prefoldin complex;null;null;GO:0006457;protein folding;GO:0016272;prefoldin complex;GO:0051082;unfolded protein binding;GO:0006458;'de novo' protein folding;GO:0016272
PF3D7_0719000;PF3D7_0719000.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0719200;PF3D7_0719200.1;Plasmodium falciparum 3D7;NIMA related kinase 4;NEK4;null;"GO:0005524;GO:0004672";"ATP binding;protein kinase activity";GO:0006468;protein phosphorylation;null;null;GO:0004674;protein serine/threonine kinase activity;"GO:0006468;GO:0007165";"protein phosphorylation;signal transduction";null
PF3D7_0719600;PF3D7_0719600.1;Plasmodium falciparum 3D7;60S ribosomal protein L11a, putative;null;ribosome;GO:0003735;structural constituent of ribosome;GO:0006412;translation;"GO:0022625;GO:0005634";"cytosolic large ribosomal subunit;nucleus";GO:0003735;structural constituent of ribosome;GO:0006412;translation;GO:0005840
PF3D7_0719700;PF3D7_0719700.1;Plasmodium falciparum 3D7;40S ribosomal protein S10, putative;RPS10;null;null;null;null;null;"GO:0022627;GO:0005634";"cytosolic small ribosomal subunit;nucleus";GO:0003735;structural constituent of ribosome;GO:0006412;translation;null
PF3D7_0720100;PF3D7_0720100.1;Plasmodium falciparum 3D7;pre-rRNA-processing protein ESF2, putative;ESF2;null;GO:0003676;nucleic acid binding;null;null;null;null;null;null;null;null;null
PF3D7_0720500;PF3D7_0720500.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;integral component of membrane;null;null;null;null;null;null;null;null;null;null;GO:0016021
PF3D7_0721400;PF3D7_0721400.1;Plasmodium falciparum 3D7;rhoptry protein, putative;null;null;null;null;null;null;GO:0020008;rhoptry;null;null;null;null;null
PF3D7_0721500;PF3D7_0721500.1;Plasmodium falciparum 3D7;conserved Plasmodium membrane protein, unknown function;null;null;null;null;null;null;GO:0016021;integral component of membrane;null;null;null;null;null
PF3D7_0721700;PF3D7_0721700.1;Plasmodium falciparum 3D7;secreted ookinete protein, putative;PSOP1;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0721800;PF3D7_0721800.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_0722100;PF3D7_0722100.1;Plasmodium falciparum 3D7;protein pelota homolog, putative;null;null;null;null;"GO:0071025;GO:0070966;GO:0070481";"RNA surveillance;nuclear-transcribed mRNA catabolic process, no-go decay;nuclear-transcribed mRNA catabolic process, non-stop decay";null;null;null;null;GO:0000280;nuclear division;null
PF3D7_0722200;PF3D7_0722200.1;Plasmodium falciparum 3D7;rhoptry-associated leucine zipper-like protein 1;RALP1;null;null;null;null;null;GO:1990225;rhoptry neck;GO:0046789;host cell surface receptor binding;GO:0044409;entry into host;null
PF3D7_0723400;PF3D7_0723400.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;GO:0005634;nucleus;null;null;null;null;null
PF3D7_0723800;PF3D7_0723800.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;GO:0005634;nucleus;null;null;null;null;null
PF3D7_0724100;PF3D7_0724100.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;GO:0005634;nucleus;null;null;null;null;null
